,term,term_d,rate
2014-01-09,0d,0.0,1.9587
2014-01-09,1m,0.08,5.3177
2014-01-09,2m,0.17,4.5811
2014-01-09,3m,0.25,4.3059
2014-01-09,6m,0.5,4.047
2014-01-09,9m,0.75,4.0693
2014-01-09,1y,1.0,4.1839
2014-01-09,2y,2.0,4.3132
2014-01-09,3y,3.0,4.3292
2014-01-09,4y,4.0,4.4889
2014-01-09,5y,5.0,4.4508
2014-01-09,6y,6.0,4.6387
2014-01-09,7y,7.0,4.5745
2014-01-09,8y,8.0,4.626
2014-01-09,9y,9.0,4.6345
2014-01-09,10y,10.0,4.5969
2014-01-09,15y,15.0,4.8133
2014-01-09,20y,20.0,5.0365
2014-01-09,30y,30.0,5.1385
2014-01-09,40y,40.0,5.212000000000001
2014-01-09,50y,50.0,5.2669
