,term,term_d,rate
2011-09-20,0d,0.0,2.8938
2011-09-20,1m,0.08,3.0989
2011-09-20,2m,0.17,3.3039
2011-09-20,3m,0.25,3.5846
2011-09-20,6m,0.5,3.844
2011-09-20,9m,0.75,3.85
2011-09-20,1y,1.0,3.9116
2011-09-20,2y,2.0,3.9719
2011-09-20,3y,3.0,3.9722
2011-09-20,4y,4.0,3.9492
2011-09-20,5y,5.0,3.944
2011-09-20,6y,6.0,3.9978
2011-09-20,7y,7.0,4.0362
2011-09-20,8y,8.0,4.0716
2011-09-20,9y,9.0,4.0843
2011-09-20,10y,10.0,4.0801
2011-09-20,15y,15.0,4.2635
2011-09-20,20y,20.0,4.4306
2011-09-20,30y,30.0,4.4969
2011-09-20,40y,40.0,4.5972
2011-09-20,50y,50.0,4.689
