,term,term_d,rate
2013-07-08,0d,0.0,2.4724
2013-07-08,1m,0.08,3.3144
2013-07-08,2m,0.17,3.3907
2013-07-08,3m,0.25,3.4999
2013-07-08,6m,0.5,3.3517
2013-07-08,9m,0.75,3.3524
2013-07-08,1y,1.0,3.3916
2013-07-08,2y,2.0,3.1676
2013-07-08,3y,3.0,3.1311
2013-07-08,4y,4.0,3.3002
2013-07-08,5y,5.0,3.2933
2013-07-08,6y,6.0,3.4196
2013-07-08,7y,7.0,3.4185
2013-07-08,8y,8.0,3.5241
2013-07-08,9y,9.0,3.5399
2013-07-08,10y,10.0,3.5177
2013-07-08,15y,15.0,3.7522
2013-07-08,20y,20.0,3.9871
2013-07-08,30y,30.0,4.1286
2013-07-08,40y,40.0,4.2072
2013-07-08,50y,50.0,4.2571
