,term,term_d,rate
2011-07-29,0d,0.0,2.5689
2011-07-29,1m,0.08,2.8753
2011-07-29,2m,0.17,3.1816
2011-07-29,3m,0.25,3.2995
2011-07-29,6m,0.5,3.5766
2011-07-29,9m,0.75,3.6925
2011-07-29,1y,1.0,3.7339
2011-07-29,2y,2.0,3.7242
2011-07-29,3y,3.0,3.7126
2011-07-29,4y,4.0,3.7489
2011-07-29,5y,5.0,3.7914
2011-07-29,6y,6.0,3.8831
2011-07-29,7y,7.0,3.937
2011-07-29,8y,8.0,4.0119
2011-07-29,9y,9.0,4.0592
2011-07-29,10y,10.0,4.0477
2011-07-29,15y,15.0,4.2577
2011-07-29,20y,20.0,4.4729
2011-07-29,30y,30.0,4.5812
2011-07-29,40y,40.0,4.6676
2011-07-29,50y,50.0,4.7276
