,term,term_d,rate
2012-02-15,0d,0.0,1.9889
2012-02-15,1m,0.08,2.6472
2012-02-15,2m,0.17,3.0641
2012-02-15,3m,0.25,3.0654
2012-02-15,6m,0.5,2.9256
2012-02-15,9m,0.75,2.9264
2012-02-15,1y,1.0,2.9437
2012-02-15,2y,2.0,3.0136
2012-02-15,3y,3.0,3.0253
2012-02-15,4y,4.0,3.1310000000000002
2012-02-15,5y,5.0,3.1607
2012-02-15,6y,6.0,3.3479
2012-02-15,7y,7.0,3.4338
2012-02-15,8y,8.0,3.5335
2012-02-15,9y,9.0,3.5395
2012-02-15,10y,10.0,3.5335
2012-02-15,15y,15.0,3.7702
2012-02-15,20y,20.0,4.0026
2012-02-15,30y,30.0,4.1017
2012-02-15,40y,40.0,4.1877
2012-02-15,50y,50.0,4.2819
