,term,term_d,rate
2014-07-29,0d,0.0,2.497
2014-07-29,1m,0.08,3.3151
2014-07-29,2m,0.17,3.5376
2014-07-29,3m,0.25,3.565
2014-07-29,6m,0.5,3.7098
2014-07-29,9m,0.75,3.7198
2014-07-29,1y,1.0,3.7576
2014-07-29,2y,2.0,3.8872
2014-07-29,3y,3.0,3.9181
2014-07-29,4y,4.0,3.9724
2014-07-29,5y,5.0,4.0244
2014-07-29,6y,6.0,4.0865
2014-07-29,7y,7.0,4.1921
2014-07-29,8y,8.0,4.2417
2014-07-29,9y,9.0,4.2737
2014-07-29,10y,10.0,4.2805
2014-07-29,15y,15.0,4.4637
2014-07-29,20y,20.0,4.6457
2014-07-29,30y,30.0,4.7656
2014-07-29,40y,40.0,4.8632
2014-07-29,50y,50.0,4.9074
