,term,term_d,rate
2011-03-21,0d,0.0,1.3968
2011-03-21,1m,0.08,2.0162
2011-03-21,2m,0.17,2.4674
2011-03-21,3m,0.25,2.5712
2011-03-21,6m,0.5,2.7219
2011-03-21,9m,0.75,2.7948
2011-03-21,1y,1.0,2.9365
2011-03-21,2y,2.0,3.1655
2011-03-21,3y,3.0,3.2476
2011-03-21,4y,4.0,3.3991
2011-03-21,5y,5.0,3.5222
2011-03-21,6y,6.0,3.68
2011-03-21,7y,7.0,3.7006
2011-03-21,8y,8.0,3.8053
2011-03-21,9y,9.0,3.8436
2011-03-21,10y,10.0,3.8774
2011-03-21,15y,15.0,4.0746
2011-03-21,20y,20.0,4.1888
2011-03-21,30y,30.0,4.3132
2011-03-21,40y,40.0,4.3775
2011-03-21,50y,50.0,4.4428
