,term,term_d,rate
2013-08-29,0d,0.0,2.2167
2013-08-29,1m,0.08,3.6202
2013-08-29,2m,0.17,3.6291
2013-08-29,3m,0.25,3.6166
2013-08-29,6m,0.5,3.6161
2013-08-29,9m,0.75,3.603
2013-08-29,1y,1.0,3.6086
2013-08-29,2y,2.0,3.8024
2013-08-29,3y,3.0,3.862
2013-08-29,4y,4.0,3.8993
2013-08-29,5y,5.0,3.9084
2013-08-29,6y,6.0,3.9933
2013-08-29,7y,7.0,4.0003
2013-08-29,8y,8.0,4.0093
2013-08-29,9y,9.0,4.025
2013-08-29,10y,10.0,4.03
2013-08-29,15y,15.0,4.1227
2013-08-29,20y,20.0,4.3198
2013-08-29,30y,30.0,4.3501
2013-08-29,40y,40.0,4.3739
2013-08-29,50y,50.0,4.3928
