,term,term_d,rate
2012-02-29,0d,0.0,1.6425
2012-02-29,1m,0.08,2.4194
2012-02-29,2m,0.17,2.9723
2012-02-29,3m,0.25,2.9646
2012-02-29,6m,0.5,2.9202
2012-02-29,9m,0.75,2.9272
2012-02-29,1y,1.0,2.9475
2012-02-29,2y,2.0,3.0154
2012-02-29,3y,3.0,3.0602
2012-02-29,4y,4.0,3.1305
2012-02-29,5y,5.0,3.2029
2012-02-29,6y,6.0,3.3858
2012-02-29,7y,7.0,3.4379
2012-02-29,8y,8.0,3.5271
2012-02-29,9y,9.0,3.532
2012-02-29,10y,10.0,3.534
2012-02-29,15y,15.0,3.7763
2012-02-29,20y,20.0,4.0197
2012-02-29,30y,30.0,4.1321
2012-02-29,40y,40.0,4.2482
2012-02-29,50y,50.0,4.3469
