,term,term_d,rate
2014-10-10,0d,0.0,2.1732
2014-10-10,1m,0.08,3.5816
2014-10-10,2m,0.17,3.6229
2014-10-10,3m,0.25,3.7021
2014-10-10,6m,0.5,3.7693
2014-10-10,9m,0.75,3.7394
2014-10-10,1y,1.0,3.7358
2014-10-10,2y,2.0,3.8166
2014-10-10,3y,3.0,3.8182
2014-10-10,4y,4.0,3.8645
2014-10-10,5y,5.0,3.9148
2014-10-10,6y,6.0,3.9393
2014-10-10,7y,7.0,3.9888
2014-10-10,8y,8.0,3.9954
2014-10-10,9y,9.0,4.0063
2014-10-10,10y,10.0,4.0131
2014-10-10,15y,15.0,4.2314
2014-10-10,20y,20.0,4.4213
2014-10-10,30y,30.0,4.6452
2014-10-10,40y,40.0,4.7233
2014-10-10,50y,50.0,4.7775
