,term,term_d,rate
2011-03-11,0d,0.0,1.1605
2011-03-11,1m,0.08,1.8034
2011-03-11,2m,0.17,2.3409
2011-03-11,3m,0.25,2.4704
2011-03-11,6m,0.5,2.6660000000000004
2011-03-11,9m,0.75,2.7645
2011-03-11,1y,1.0,2.8904
2011-03-11,2y,2.0,3.1715
2011-03-11,3y,3.0,3.2599
2011-03-11,4y,4.0,3.4122
2011-03-11,5y,5.0,3.5414
2011-03-11,6y,6.0,3.7291
2011-03-11,7y,7.0,3.7692
2011-03-11,8y,8.0,3.832
2011-03-11,9y,9.0,3.8845
2011-03-11,10y,10.0,3.9328
2011-03-11,15y,15.0,4.0833
2011-03-11,20y,20.0,4.1914
2011-03-11,30y,30.0,4.3058
2011-03-11,40y,40.0,4.3827
2011-03-11,50y,50.0,4.4482
