,term,term_d,rate
2012-12-12,0d,0.0,1.8647
2012-12-12,1m,0.08,2.4852
2012-12-12,2m,0.17,2.8477
2012-12-12,3m,0.25,2.8716
2012-12-12,6m,0.5,2.8816
2012-12-12,9m,0.75,2.8898
2012-12-12,1y,1.0,2.9089
2012-12-12,2y,2.0,3.1286
2012-12-12,3y,3.0,3.1522
2012-12-12,4y,4.0,3.1971
2012-12-12,5y,5.0,3.293
2012-12-12,6y,6.0,3.3901
2012-12-12,7y,7.0,3.4645
2012-12-12,8y,8.0,3.5146
2012-12-12,9y,9.0,3.5491
2012-12-12,10y,10.0,3.5666
2012-12-12,15y,15.0,3.8503
2012-12-12,20y,20.0,4.0981
2012-12-12,30y,30.0,4.2002
2012-12-12,40y,40.0,4.2857
2012-12-12,50y,50.0,4.352
