,term,term_d,rate
2014-04-28,0d,0.0,1.5827
2014-04-28,1m,0.08,3.3947
2014-04-28,2m,0.17,3.1275
2014-04-28,3m,0.25,3.1246
2014-04-28,6m,0.5,3.3445
2014-04-28,9m,0.75,3.5991
2014-04-28,1y,1.0,3.5957
2014-04-28,2y,2.0,3.7278
2014-04-28,3y,3.0,3.9462
2014-04-28,4y,4.0,4.1373
2014-04-28,5y,5.0,4.0068
2014-04-28,6y,6.0,4.3821
2014-04-28,7y,7.0,4.2508
2014-04-28,8y,8.0,4.3555
2014-04-28,9y,9.0,4.4248
2014-04-28,10y,10.0,4.3301
2014-04-28,15y,15.0,4.5655
2014-04-28,20y,20.0,4.7775
2014-04-28,30y,30.0,4.8953
2014-04-28,40y,40.0,4.9804
2014-04-28,50y,50.0,5.0319
