,term,term_d,rate
2011-08-25,0d,0.0,2.434
2011-08-25,1m,0.08,2.7622
2011-08-25,2m,0.17,3.0905
2011-08-25,3m,0.25,3.301
2011-08-25,6m,0.5,3.5591
2011-08-25,9m,0.75,3.5957
2011-08-25,1y,1.0,3.6607
2011-08-25,2y,2.0,3.6676
2011-08-25,3y,3.0,3.6753
2011-08-25,4y,4.0,3.7489999999999997
2011-08-25,5y,5.0,3.8246
2011-08-25,6y,6.0,3.8729
2011-08-25,7y,7.0,3.9302
2011-08-25,8y,8.0,3.9669
2011-08-25,9y,9.0,3.9749
2011-08-25,10y,10.0,3.975
2011-08-25,15y,15.0,4.2055
2011-08-25,20y,20.0,4.4112
2011-08-25,30y,30.0,4.5105
2011-08-25,40y,40.0,4.6225
2011-08-25,50y,50.0,4.6987
