,term,term_d,rate
2013-03-15,0d,0.0,1.2486
2013-03-15,1m,0.08,2.1635
2013-03-15,2m,0.17,2.7174
2013-03-15,3m,0.25,2.7216
2013-03-15,6m,0.5,2.7249
2013-03-15,9m,0.75,2.7311
2013-03-15,1y,1.0,2.7503
2013-03-15,2y,2.0,3.0508
2013-03-15,3y,3.0,3.1047
2013-03-15,4y,4.0,3.2782
2013-03-15,5y,5.0,3.2989
2013-03-15,6y,6.0,3.4617
2013-03-15,7y,7.0,3.4906
2013-03-15,8y,8.0,3.5283
2013-03-15,9y,9.0,3.5611
2013-03-15,10y,10.0,3.5919
2013-03-15,15y,15.0,3.8586
2013-03-15,20y,20.0,4.1066
2013-03-15,30y,30.0,4.204
2013-03-15,40y,40.0,4.2851
2013-03-15,50y,50.0,4.3464
