,term,term_d,rate
2011-06-10,0d,0.0,2.8483
2011-06-10,1m,0.08,2.9188
2011-06-10,2m,0.17,2.972
2011-06-10,3m,0.25,2.9811
2011-06-10,6m,0.5,3.0063
2011-06-10,9m,0.75,3.0256
2011-06-10,1y,1.0,3.0901
2011-06-10,2y,2.0,3.1839
2011-06-10,3y,3.0,3.3712
2011-06-10,4y,4.0,3.4239
2011-06-10,5y,5.0,3.5219
2011-06-10,6y,6.0,3.6347
2011-06-10,7y,7.0,3.7119
2011-06-10,8y,8.0,3.785
2011-06-10,9y,9.0,3.8544
2011-06-10,10y,10.0,3.8939999999999997
2011-06-10,15y,15.0,4.0778
2011-06-10,20y,20.0,4.205
2011-06-10,30y,30.0,4.3559
2011-06-10,40y,40.0,4.4395
2011-06-10,50y,50.0,4.513999999999999
