,term,term_d,rate
2015-11-12,0d,0.0,1.5778
2015-11-12,1m,0.08,2.3629
2015-11-12,2m,0.17,2.5159
2015-11-12,3m,0.25,2.5204
2015-11-12,6m,0.5,2.4457
2015-11-12,9m,0.75,2.5303
2015-11-12,1y,1.0,2.5499
2015-11-12,2y,2.0,2.687
2015-11-12,3y,3.0,2.8196
2015-11-12,4y,4.0,2.9188
2015-11-12,5y,5.0,3.0058
2015-11-12,6y,6.0,3.0998
2015-11-12,7y,7.0,3.14
2015-11-12,8y,8.0,3.139
2015-11-12,9y,9.0,3.1369
2015-11-12,10y,10.0,3.1351
2015-11-12,15y,15.0,3.4277
2015-11-12,20y,20.0,3.7504
2015-11-12,30y,30.0,3.8284
2015-11-12,40y,40.0,3.88
2015-11-12,50y,50.0,3.9258
