,term,term_d,rate
2013-09-12,0d,0.0,2.2267
2013-09-12,1m,0.08,4.1661
2013-09-12,2m,0.17,3.9491
2013-09-12,3m,0.25,3.7231
2013-09-12,6m,0.5,3.5705
2013-09-12,9m,0.75,3.5948
2013-09-12,1y,1.0,3.5906
2013-09-12,2y,2.0,3.9181
2013-09-12,3y,3.0,3.9516
2013-09-12,4y,4.0,4.0091
2013-09-12,5y,5.0,4.021
2013-09-12,6y,6.0,4.1337
2013-09-12,7y,7.0,4.1286
2013-09-12,8y,8.0,4.1207
2013-09-12,9y,9.0,4.125
2013-09-12,10y,10.0,4.1291
2013-09-12,15y,15.0,4.1728
2013-09-12,20y,20.0,4.3672
2013-09-12,30y,30.0,4.4011
2013-09-12,40y,40.0,4.4129
2013-09-12,50y,50.0,4.4278
