,term,term_d,rate
2013-04-10,0d,0.0,1.6082
2013-04-10,1m,0.08,2.2492
2013-04-10,2m,0.17,2.6338
2013-04-10,3m,0.25,2.5809
2013-04-10,6m,0.5,2.5223
2013-04-10,9m,0.75,2.5888
2013-04-10,1y,1.0,2.6504
2013-04-10,2y,2.0,2.9609
2013-04-10,3y,3.0,3.0072
2013-04-10,4y,4.0,3.1841
2013-04-10,5y,5.0,3.2064
2013-04-10,6y,6.0,3.3837
2013-04-10,7y,7.0,3.3999
2013-04-10,8y,8.0,3.4576
2013-04-10,9y,9.0,3.4598
2013-04-10,10y,10.0,3.4624
2013-04-10,15y,15.0,3.7901
2013-04-10,20y,20.0,4.0406
2013-04-10,30y,30.0,4.1709
2013-04-10,40y,40.0,4.252
2013-04-10,50y,50.0,4.3296
