,term,term_d,rate
2014-01-17,0d,0.0,2.0377
2014-01-17,1m,0.08,5.175
2014-01-17,2m,0.17,4.3207
2014-01-17,3m,0.25,3.9161
2014-01-17,6m,0.5,3.8384
2014-01-17,9m,0.75,3.7569999999999997
2014-01-17,1y,1.0,3.9163
2014-01-17,2y,2.0,4.2003
2014-01-17,3y,3.0,4.2509
2014-01-17,4y,4.0,4.4802
2014-01-17,5y,5.0,4.375
2014-01-17,6y,6.0,4.6481
2014-01-17,7y,7.0,4.5652
2014-01-17,8y,8.0,4.6582
2014-01-17,9y,9.0,4.66
2014-01-17,10y,10.0,4.5969
2014-01-17,15y,15.0,4.8127
2014-01-17,20y,20.0,5.0359
2014-01-17,30y,30.0,5.1379
2014-01-17,40y,40.0,5.2113
2014-01-17,50y,50.0,5.2662
