,term,term_d,rate
2011-09-01,0d,0.0,2.5155
2011-09-01,1m,0.08,2.9339999999999997
2011-09-01,2m,0.17,3.3524
2011-09-01,3m,0.25,3.6284
2011-09-01,6m,0.5,3.8137
2011-09-01,9m,0.75,3.8697
2011-09-01,1y,1.0,3.9
2011-09-01,2y,2.0,3.8673
2011-09-01,3y,3.0,3.8791
2011-09-01,4y,4.0,3.9263
2011-09-01,5y,5.0,3.9711
2011-09-01,6y,6.0,4.0025
2011-09-01,7y,7.0,4.0233
2011-09-01,8y,8.0,4.0649
2011-09-01,9y,9.0,4.0695
2011-09-01,10y,10.0,4.0708
2011-09-01,15y,15.0,4.2555
2011-09-01,20y,20.0,4.4612
2011-09-01,30y,30.0,4.5147
2011-09-01,40y,40.0,4.6142
2011-09-01,50y,50.0,4.7059
