,term,term_d,rate
2011-10-14,0d,0.0,2.1573
2011-10-14,1m,0.08,2.6744
2011-10-14,2m,0.17,3.0316
2011-10-14,3m,0.25,3.0708
2011-10-14,6m,0.5,3.1106
2011-10-14,9m,0.75,3.1416
2011-10-14,1y,1.0,3.1466
2011-10-14,2y,2.0,3.4125
2011-10-14,3y,3.0,3.4883
2011-10-14,4y,4.0,3.5511
2011-10-14,5y,5.0,3.6238
2011-10-14,6y,6.0,3.6748
2011-10-14,7y,7.0,3.7
2011-10-14,8y,8.0,3.7673
2011-10-14,9y,9.0,3.7698
2011-10-14,10y,10.0,3.7707
2011-10-14,15y,15.0,4.0795
2011-10-14,20y,20.0,4.2412
2011-10-14,30y,30.0,4.3267
2011-10-14,40y,40.0,4.4018
2011-10-14,50y,50.0,4.4935
