,term,term_d,rate
2012-06-14,0d,0.0,1.7863
2012-06-14,1m,0.08,1.9259
2012-06-14,2m,0.17,2.0492
2012-06-14,3m,0.25,2.0832
2012-06-14,6m,0.5,2.1234
2012-06-14,9m,0.75,2.1969
2012-06-14,1y,1.0,2.2508
2012-06-14,2y,2.0,2.4012
2012-06-14,3y,3.0,2.5719
2012-06-14,4y,4.0,2.6924
2012-06-14,5y,5.0,2.9909
2012-06-14,6y,6.0,3.1382
2012-06-14,7y,7.0,3.2185
2012-06-14,8y,8.0,3.3498
2012-06-14,9y,9.0,3.3902
2012-06-14,10y,10.0,3.4009
2012-06-14,15y,15.0,3.6772
2012-06-14,20y,20.0,3.9525
2012-06-14,30y,30.0,4.1139
2012-06-14,40y,40.0,4.176
2012-06-14,50y,50.0,4.245
