,term,term_d,rate
2013-11-04,0d,0.0,3.0568
2013-11-04,1m,0.08,3.5324
2013-11-04,2m,0.17,3.7632
2013-11-04,3m,0.25,3.7979
2013-11-04,6m,0.5,3.8047
2013-11-04,9m,0.75,3.8608
2013-11-04,1y,1.0,3.9222
2013-11-04,2y,2.0,3.9614
2013-11-04,3y,3.0,4.0063
2013-11-04,4y,4.0,4.0384
2013-11-04,5y,5.0,4.0593
2013-11-04,6y,6.0,4.1424
2013-11-04,7y,7.0,4.1472
2013-11-04,8y,8.0,4.1639
2013-11-04,9y,9.0,4.1887
2013-11-04,10y,10.0,4.1731
2013-11-04,15y,15.0,4.3943
2013-11-04,20y,20.0,4.5825
2013-11-04,30y,30.0,4.7407
2013-11-04,40y,40.0,4.7919
2013-11-04,50y,50.0,4.8568
