,term,term_d,rate
2013-11-19,0d,0.0,3.2347
2013-11-19,1m,0.08,4.8572
2013-11-19,2m,0.17,4.4584
2013-11-19,3m,0.25,4.5043
2013-11-19,6m,0.5,4.2278
2013-11-19,9m,0.75,4.2128
2013-11-19,1y,1.0,4.1362
2013-11-19,2y,2.0,4.3974
2013-11-19,3y,3.0,4.4748
2013-11-19,4y,4.0,4.5226
2013-11-19,5y,5.0,4.5098
2013-11-19,6y,6.0,4.6313
2013-11-19,7y,7.0,4.6287
2013-11-19,8y,8.0,4.6241
2013-11-19,9y,9.0,4.624
2013-11-19,10y,10.0,4.6722
2013-11-19,15y,15.0,4.9095
2013-11-19,20y,20.0,5.0777
2013-11-19,30y,30.0,5.1457
2013-11-19,40y,40.0,5.2219
2013-11-19,50y,50.0,5.2868
