,term,term_d,rate
2013-06-05,0d,0.0,3.8394
2013-06-05,1m,0.08,3.4776
2013-06-05,2m,0.17,2.8469
2013-06-05,3m,0.25,2.8506
2013-06-05,6m,0.5,2.8664
2013-06-05,9m,0.75,2.8975
2013-06-05,1y,1.0,2.9112
2013-06-05,2y,2.0,3.0851
2013-06-05,3y,3.0,3.0917
2013-06-05,4y,4.0,3.1685
2013-06-05,5y,5.0,3.1897
2013-06-05,6y,6.0,3.3868
2013-06-05,7y,7.0,3.3903
2013-06-05,8y,8.0,3.4098
2013-06-05,9y,9.0,3.4555
2013-06-05,10y,10.0,3.4615
2013-06-05,15y,15.0,3.7224
2013-06-05,20y,20.0,3.9731
2013-06-05,30y,30.0,4.1216
2013-06-05,40y,40.0,4.2002
2013-06-05,50y,50.0,4.2536
