,term,term_d,rate
2011-10-17,0d,0.0,2.0848
2011-10-17,1m,0.08,2.6761
2011-10-17,2m,0.17,3.0692
2011-10-17,3m,0.25,3.1002
2011-10-17,6m,0.5,3.1289
2011-10-17,9m,0.75,3.1385
2011-10-17,1y,1.0,3.141
2011-10-17,2y,2.0,3.4330000000000003
2011-10-17,3y,3.0,3.5342
2011-10-17,4y,4.0,3.5867
2011-10-17,5y,5.0,3.6519
2011-10-17,6y,6.0,3.6815
2011-10-17,7y,7.0,3.7215
2011-10-17,8y,8.0,3.7924
2011-10-17,9y,9.0,3.7911
2011-10-17,10y,10.0,3.7906
2011-10-17,15y,15.0,4.0894
2011-10-17,20y,20.0,4.2512
2011-10-17,30y,30.0,4.3316
2011-10-17,40y,40.0,4.4067
2011-10-17,50y,50.0,4.4984
