,term,term_d,rate
2011-09-07,0d,0.0,2.1509
2011-09-07,1m,0.08,2.8853
2011-09-07,2m,0.17,3.4453
2011-09-07,3m,0.25,3.6189
2011-09-07,6m,0.5,3.7794
2011-09-07,9m,0.75,3.8398
2011-09-07,1y,1.0,3.8727
2011-09-07,2y,2.0,3.9287
2011-09-07,3y,3.0,3.9525
2011-09-07,4y,4.0,3.9233
2011-09-07,5y,5.0,3.9218
2011-09-07,6y,6.0,3.9903
2011-09-07,7y,7.0,4.0239
2011-09-07,8y,8.0,4.0436
2011-09-07,9y,9.0,4.0499
2011-09-07,10y,10.0,4.05
2011-09-07,15y,15.0,4.2488
2011-09-07,20y,20.0,4.4433
2011-09-07,30y,30.0,4.5004
2011-09-07,40y,40.0,4.5999
2011-09-07,50y,50.0,4.6916
