,term,term_d,rate
2012-06-28,0d,0.0,2.4929
2012-06-28,1m,0.08,2.2157
2012-06-28,2m,0.17,2.0727
2012-06-28,3m,0.25,2.1004
2012-06-28,6m,0.5,2.2196
2012-06-28,9m,0.75,2.3383
2012-06-28,1y,1.0,2.3566
2012-06-28,2y,2.0,2.3583
2012-06-28,3y,3.0,2.5277
2012-06-28,4y,4.0,2.6787
2012-06-28,5y,5.0,2.8981
2012-06-28,6y,6.0,3.0877
2012-06-28,7y,7.0,3.1221
2012-06-28,8y,8.0,3.3151
2012-06-28,9y,9.0,3.3238
2012-06-28,10y,10.0,3.3253
2012-06-28,15y,15.0,3.6407
2012-06-28,20y,20.0,3.9162
2012-06-28,30y,30.0,4.0898
2012-06-28,40y,40.0,4.157
2012-06-28,50y,50.0,4.2322
