,term,term_d,rate
2011-08-23,0d,0.0,3.3269
2011-08-23,1m,0.08,3.1699
2011-08-23,2m,0.17,3.0757
2011-08-23,3m,0.25,3.2862
2011-08-23,6m,0.5,3.5277
2011-08-23,9m,0.75,3.5731
2011-08-23,1y,1.0,3.6476
2011-08-23,2y,2.0,3.6576
2011-08-23,3y,3.0,3.6524
2011-08-23,4y,4.0,3.7485
2011-08-23,5y,5.0,3.8123
2011-08-23,6y,6.0,3.8622
2011-08-23,7y,7.0,3.8933
2011-08-23,8y,8.0,3.923
2011-08-23,9y,9.0,3.9358
2011-08-23,10y,10.0,3.9356
2011-08-23,15y,15.0,4.1855
2011-08-23,20y,20.0,4.3912
2011-08-23,30y,30.0,4.5094
2011-08-23,40y,40.0,4.621
2011-08-23,50y,50.0,4.6964
