,term,term_d,rate
2011-01-26,0d,0.0,4.5932
2011-01-26,1m,0.08,3.903
2011-01-26,2m,0.17,3.4115
2011-01-26,3m,0.25,3.3465
2011-01-26,6m,0.5,3.2018
2011-01-26,9m,0.75,3.1794
2011-01-26,1y,1.0,3.2154
2011-01-26,2y,2.0,3.2758
2011-01-26,3y,3.0,3.367
2011-01-26,4y,4.0,3.4939999999999998
2011-01-26,5y,5.0,3.6164
2011-01-26,6y,6.0,3.7959
2011-01-26,7y,7.0,3.8280000000000003
2011-01-26,8y,8.0,3.8957
2011-01-26,9y,9.0,3.9503
2011-01-26,10y,10.0,3.9991
2011-01-26,15y,15.0,4.1612
2011-01-26,20y,20.0,4.2348
2011-01-26,30y,30.0,4.3296
2011-01-26,40y,40.0,4.3818
2011-01-26,50y,50.0,4.4465
