,term,term_d,rate
2012-03-08,0d,0.0,1.3638
2012-03-08,1m,0.08,2.3282
2012-03-08,2m,0.17,2.9068
2012-03-08,3m,0.25,2.8996
2012-03-08,6m,0.5,2.8572
2012-03-08,9m,0.75,2.8916
2012-03-08,1y,1.0,2.8958
2012-03-08,2y,2.0,2.9646
2012-03-08,3y,3.0,3.0025
2012-03-08,4y,4.0,3.1376
2012-03-08,5y,5.0,3.1871
2012-03-08,6y,6.0,3.3641
2012-03-08,7y,7.0,3.4342
2012-03-08,8y,8.0,3.5268
2012-03-08,9y,9.0,3.5298
2012-03-08,10y,10.0,3.5316
2012-03-08,15y,15.0,3.7675
2012-03-08,20y,20.0,4.0109
2012-03-08,30y,30.0,4.1254
2012-03-08,40y,40.0,4.2388
2012-03-08,50y,50.0,4.337
