,term,term_d,rate
2015-04-24,0d,0.0,1.4407
2015-04-24,1m,0.08,2.3822
2015-04-24,2m,0.17,2.7112
2015-04-24,3m,0.25,2.8198
2015-04-24,6m,0.5,2.9731
2015-04-24,9m,0.75,2.9315
2015-04-24,1y,1.0,2.9276
2015-04-24,2y,2.0,3.0838
2015-04-24,3y,3.0,3.2255
2015-04-24,4y,4.0,3.2819
2015-04-24,5y,5.0,3.3075
2015-04-24,6y,6.0,3.3719
2015-04-24,7y,7.0,3.42
2015-04-24,8y,8.0,3.4349
2015-04-24,9y,9.0,3.4411
2015-04-24,10y,10.0,3.4454
2015-04-24,15y,15.0,3.7092
2015-04-24,20y,20.0,4.0082
2015-04-24,30y,30.0,4.1845
2015-04-24,40y,40.0,4.2407
2015-04-24,50y,50.0,4.2945
