,term,term_d,rate
2014-11-11,0d,0.0,2.0627
2014-11-11,1m,0.08,3.1656
2014-11-11,2m,0.17,3.2068
2014-11-11,3m,0.25,3.2175
2014-11-11,6m,0.5,3.2302
2014-11-11,9m,0.75,3.1738
2014-11-11,1y,1.0,3.1555
2014-11-11,2y,2.0,3.1911
2014-11-11,3y,3.0,3.227
2014-11-11,4y,4.0,3.2724
2014-11-11,5y,5.0,3.3217
2014-11-11,6y,6.0,3.3772
2014-11-11,7y,7.0,3.4326
2014-11-11,8y,8.0,3.4635
2014-11-11,9y,9.0,3.4793
2014-11-11,10y,10.0,3.4981
2014-11-11,15y,15.0,3.7169
2014-11-11,20y,20.0,3.9068
2014-11-11,30y,30.0,3.9971
2014-11-11,40y,40.0,4.078
2014-11-11,50y,50.0,4.1322
