,term,term_d,rate
2012-03-02,0d,0.0,1.5784
2012-03-02,1m,0.08,2.4161
2012-03-02,2m,0.17,2.9801
2012-03-02,3m,0.25,2.9657
2012-03-02,6m,0.5,2.9186
2012-03-02,9m,0.75,2.9269
2012-03-02,1y,1.0,2.9256
2012-03-02,2y,2.0,3.0036
2012-03-02,3y,3.0,3.0626
2012-03-02,4y,4.0,3.1513
2012-03-02,5y,5.0,3.2231
2012-03-02,6y,6.0,3.415
2012-03-02,7y,7.0,3.4757
2012-03-02,8y,8.0,3.5506
2012-03-02,9y,9.0,3.5589999999999997
2012-03-02,10y,10.0,3.5616
2012-03-02,15y,15.0,3.7826
2012-03-02,20y,20.0,4.0259
2012-03-02,30y,30.0,4.1402
2012-03-02,40y,40.0,4.2544
2012-03-02,50y,50.0,4.3531
