,term,term_d,rate
2013-09-11,0d,0.0,2.2736
2013-09-11,1m,0.08,4.0481
2013-09-11,2m,0.17,3.8691
2013-09-11,3m,0.25,3.6811
2013-09-11,6m,0.5,3.577
2013-09-11,9m,0.75,3.5947
2013-09-11,1y,1.0,3.6106
2013-09-11,2y,2.0,3.9389999999999996
2013-09-11,3y,3.0,3.9815
2013-09-11,4y,4.0,4.0143
2013-09-11,5y,5.0,4.0244
2013-09-11,6y,6.0,4.1237
2013-09-11,7y,7.0,4.1293
2013-09-11,8y,8.0,4.1107
2013-09-11,9y,9.0,4.1195
2013-09-11,10y,10.0,4.1341
2013-09-11,15y,15.0,4.1753
2013-09-11,20y,20.0,4.3689
2013-09-11,30y,30.0,4.3911
2013-09-11,40y,40.0,4.4029
2013-09-11,50y,50.0,4.4228
