,term,term_d,rate
2013-10-15,0d,0.0,2.2766
2013-10-15,1m,0.08,3.7988
2013-10-15,2m,0.17,3.7493
2013-10-15,3m,0.25,3.5032
2013-10-15,6m,0.5,3.4407
2013-10-15,9m,0.75,3.4962
2013-10-15,1y,1.0,3.5169
2013-10-15,2y,2.0,3.6899
2013-10-15,3y,3.0,3.8278
2013-10-15,4y,4.0,3.8774
2013-10-15,5y,5.0,3.9023
2013-10-15,6y,6.0,4.0413
2013-10-15,7y,7.0,4.0744
2013-10-15,8y,8.0,4.0704
2013-10-15,9y,9.0,4.0697
2013-10-15,10y,10.0,4.0791
2013-10-15,15y,15.0,4.3298
2013-10-15,20y,20.0,4.5335
2013-10-15,30y,30.0,4.7343
2013-10-15,40y,40.0,4.7774
2013-10-15,50y,50.0,4.7923
