,term,term_d,rate
2013-04-19,0d,0.0,1.9877
2013-04-19,1m,0.08,2.3414
2013-04-19,2m,0.17,2.5745
2013-04-19,3m,0.25,2.5919
2013-04-19,6m,0.5,2.6178
2013-04-19,9m,0.75,2.7123
2013-04-19,1y,1.0,2.8663
2013-04-19,2y,2.0,2.9838
2013-04-19,3y,3.0,3.0185
2013-04-19,4y,4.0,3.1972
2013-04-19,5y,5.0,3.2214
2013-04-19,6y,6.0,3.3849
2013-04-19,7y,7.0,3.3829
2013-04-19,8y,8.0,3.4248
2013-04-19,9y,9.0,3.4449
2013-04-19,10y,10.0,3.4503
2013-04-19,15y,15.0,3.7859
2013-04-19,20y,20.0,4.0328
2013-04-19,30y,30.0,4.172
2013-04-19,40y,40.0,4.2531
2013-04-19,50y,50.0,4.3302
