,term,term_d,rate
2011-07-18,0d,0.0,2.7239
2011-07-18,1m,0.08,2.8999
2011-07-18,2m,0.17,3.076
2011-07-18,3m,0.25,3.1619
2011-07-18,6m,0.5,3.355
2011-07-18,9m,0.75,3.5387
2011-07-18,1y,1.0,3.5868
2011-07-18,2y,2.0,3.4701
2011-07-18,3y,3.0,3.5126
2011-07-18,4y,4.0,3.5685
2011-07-18,5y,5.0,3.6441
2011-07-18,6y,6.0,3.7225
2011-07-18,7y,7.0,3.8181
2011-07-18,8y,8.0,3.8989999999999996
2011-07-18,9y,9.0,3.9458
2011-07-18,10y,10.0,3.9558
2011-07-18,15y,15.0,4.1715
2011-07-18,20y,20.0,4.3441
2011-07-18,30y,30.0,4.4949
2011-07-18,40y,40.0,4.5813
2011-07-18,50y,50.0,4.6414
