,term,term_d,rate
2014-06-30,0d,0.0,2.0397
2014-06-30,1m,0.08,3.3843
2014-06-30,2m,0.17,3.1405
2014-06-30,3m,0.25,3.1555
2014-06-30,6m,0.5,3.1771
2014-06-30,9m,0.75,3.1981
2014-06-30,1y,1.0,3.3814
2014-06-30,2y,2.0,3.6031
2014-06-30,3y,3.0,3.7822
2014-06-30,4y,4.0,3.8256
2014-06-30,5y,5.0,3.844
2014-06-30,6y,6.0,3.8836
2014-06-30,7y,7.0,3.9856
2014-06-30,8y,8.0,4.0211
2014-06-30,9y,9.0,4.0591
2014-06-30,10y,10.0,4.0612
2014-06-30,15y,15.0,4.2542
2014-06-30,20y,20.0,4.4362
2014-06-30,30y,30.0,4.5811
2014-06-30,40y,40.0,4.6787
2014-06-30,50y,50.0,4.7229
