,term,term_d,rate
2011-04-25,0d,0.0,1.6997
2011-04-25,1m,0.08,2.2774
2011-04-25,2m,0.17,2.635
2011-04-25,3m,0.25,2.6425
2011-04-25,6m,0.5,2.7397
2011-04-25,9m,0.75,2.7807
2011-04-25,1y,1.0,2.84
2011-04-25,2y,2.0,3.1037
2011-04-25,3y,3.0,3.2425
2011-04-25,4y,4.0,3.3736
2011-04-25,5y,5.0,3.4646
2011-04-25,6y,6.0,3.6598
2011-04-25,7y,7.0,3.6848
2011-04-25,8y,8.0,3.803
2011-04-25,9y,9.0,3.8585
2011-04-25,10y,10.0,3.8961
2011-04-25,15y,15.0,4.066
2011-04-25,20y,20.0,4.175
2011-04-25,30y,30.0,4.306
2011-04-25,40y,40.0,4.379
2011-04-25,50y,50.0,4.4430000000000005
