,term,term_d,rate
2014-04-10,0d,0.0,1.7867
2014-04-10,1m,0.08,2.8687
2014-04-10,2m,0.17,3.0217
2014-04-10,3m,0.25,3.0593
2014-04-10,6m,0.5,3.1916
2014-04-10,9m,0.75,3.196
2014-04-10,1y,1.0,3.3147
2014-04-10,2y,2.0,3.6179
2014-04-10,3y,3.0,4.042
2014-04-10,4y,4.0,4.2234
2014-04-10,5y,5.0,4.1913
2014-04-10,6y,6.0,4.513
2014-04-10,7y,7.0,4.3611
2014-04-10,8y,8.0,4.4502
2014-04-10,9y,9.0,4.5253
2014-04-10,10y,10.0,4.4571
2014-04-10,15y,15.0,4.6932
2014-04-10,20y,20.0,4.9252
2014-04-10,30y,30.0,5.023
2014-04-10,40y,40.0,5.1081
2014-04-10,50y,50.0,5.1623
