,term,term_d,rate
2011-06-07,0d,0.0,2.4228
2011-06-07,1m,0.08,2.7283
2011-06-07,2m,0.17,2.9195
2011-06-07,3m,0.25,2.9261
2011-06-07,6m,0.5,2.9639
2011-06-07,9m,0.75,3.0002
2011-06-07,1y,1.0,3.0558
2011-06-07,2y,2.0,3.1854
2011-06-07,3y,3.0,3.3343
2011-06-07,4y,4.0,3.3701
2011-06-07,5y,5.0,3.4347
2011-06-07,6y,6.0,3.6275
2011-06-07,7y,7.0,3.6598
2011-06-07,8y,8.0,3.7744
2011-06-07,9y,9.0,3.8301
2011-06-07,10y,10.0,3.8341
2011-06-07,15y,15.0,4.0376
2011-06-07,20y,20.0,4.1648
2011-06-07,30y,30.0,4.3207
2011-06-07,40y,40.0,4.4133
2011-06-07,50y,50.0,4.4879
