,term,term_d,rate
2011-11-08,0d,0.0,2.4548
2011-11-08,1m,0.08,2.6652
2011-11-08,2m,0.17,2.8041
2011-11-08,3m,0.25,2.8233
2011-11-08,6m,0.5,2.8363
2011-11-08,9m,0.75,2.8405
2011-11-08,1y,1.0,2.8563
2011-11-08,2y,2.0,3.1624
2011-11-08,3y,3.0,3.3525
2011-11-08,4y,4.0,3.4316
2011-11-08,5y,5.0,3.4666
2011-11-08,6y,6.0,3.59
2011-11-08,7y,7.0,3.6004
2011-11-08,8y,8.0,3.6573
2011-11-08,9y,9.0,3.695
2011-11-08,10y,10.0,3.6988
2011-11-08,15y,15.0,3.9101
2011-11-08,20y,20.0,4.0536
2011-11-08,30y,30.0,4.1745
2011-11-08,40y,40.0,4.2624
2011-11-08,50y,50.0,4.3511
