,term,term_d,rate
2014-10-20,0d,0.0,2.1247
2014-10-20,1m,0.08,3.4206
2014-10-20,2m,0.17,3.4389999999999996
2014-10-20,3m,0.25,3.5356
2014-10-20,6m,0.5,3.5502
2014-10-20,9m,0.75,3.5036
2014-10-20,1y,1.0,3.5010000000000003
2014-10-20,2y,2.0,3.5227
2014-10-20,3y,3.0,3.5316
2014-10-20,4y,4.0,3.5538
2014-10-20,5y,5.0,3.5879
2014-10-20,6y,6.0,3.6289
2014-10-20,7y,7.0,3.7148
2014-10-20,8y,8.0,3.7289999999999996
2014-10-20,9y,9.0,3.7349
2014-10-20,10y,10.0,3.7441
2014-10-20,15y,15.0,3.9624
2014-10-20,20y,20.0,4.1523
2014-10-20,30y,30.0,4.394
2014-10-20,40y,40.0,4.5133
2014-10-20,50y,50.0,4.5675
