,term,term_d,rate
2011-12-28,0d,0.0,2.3263
2011-12-28,1m,0.08,2.5633
2011-12-28,2m,0.17,2.7257
2011-12-28,3m,0.25,2.7398
2011-12-28,6m,0.5,2.6428
2011-12-28,9m,0.75,2.6439
2011-12-28,1y,1.0,2.7342
2011-12-28,2y,2.0,2.8449
2011-12-28,3y,3.0,2.9278
2011-12-28,4y,4.0,3.0465
2011-12-28,5y,5.0,3.0876
2011-12-28,6y,6.0,3.3567
2011-12-28,7y,7.0,3.3672
2011-12-28,8y,8.0,3.4541
2011-12-28,9y,9.0,3.4593
2011-12-28,10y,10.0,3.4603
2011-12-28,15y,15.0,3.7152
2011-12-28,20y,20.0,3.9376
2011-12-28,30y,30.0,4.0694
2011-12-28,40y,40.0,4.1566
2011-12-28,50y,50.0,4.2509
