,term,term_d,rate
2014-03-18,0d,0.0,1.1567
2014-03-18,1m,0.08,2.8448
2014-03-18,2m,0.17,2.9179
2014-03-18,3m,0.25,2.9787
2014-03-18,6m,0.5,2.9781
2014-03-18,9m,0.75,2.7593
2014-03-18,1y,1.0,3.1033
2014-03-18,2y,2.0,3.531
2014-03-18,3y,3.0,3.7183
2014-03-18,4y,4.0,4.121
2014-03-18,5y,5.0,4.143
2014-03-18,6y,6.0,4.4492
2014-03-18,7y,7.0,4.3337
2014-03-18,8y,8.0,4.4282
2014-03-18,9y,9.0,4.4439
2014-03-18,10y,10.0,4.5095
2014-03-18,15y,15.0,4.7449
2014-03-18,20y,20.0,4.976
2014-03-18,30y,30.0,5.0845
2014-03-18,40y,40.0,5.1572
2014-03-18,50y,50.0,5.2114
