,term,term_d,rate
2015-11-23,0d,0.0,1.5788
2015-11-23,1m,0.08,2.2212
2015-11-23,2m,0.17,2.5045
2015-11-23,3m,0.25,2.5252
2015-11-23,6m,0.5,2.5493
2015-11-23,9m,0.75,2.5498
2015-11-23,1y,1.0,2.5849
2015-11-23,2y,2.0,2.7259
2015-11-23,3y,3.0,2.8636
2015-11-23,4y,4.0,2.9356
2015-11-23,5y,5.0,2.9892
2015-11-23,6y,6.0,3.1048
2015-11-23,7y,7.0,3.1649
2015-11-23,8y,8.0,3.1574
2015-11-23,9y,9.0,3.1427
2015-11-23,10y,10.0,3.1302
2015-11-23,15y,15.0,3.4226
2015-11-23,20y,20.0,3.7453
2015-11-23,30y,30.0,3.8466
2015-11-23,40y,40.0,3.8719
2015-11-23,50y,50.0,3.892
