,term,term_d,rate
2012-03-07,0d,0.0,1.3646
2012-03-07,1m,0.08,2.3622
2012-03-07,2m,0.17,2.9068
2012-03-07,3m,0.25,2.8993
2012-03-07,6m,0.5,2.8583
2012-03-07,9m,0.75,2.8956
2012-03-07,1y,1.0,2.9013
2012-03-07,2y,2.0,3.0102
2012-03-07,3y,3.0,3.0338
2012-03-07,4y,4.0,3.1537
2012-03-07,5y,5.0,3.1896
2012-03-07,6y,6.0,3.3732
2012-03-07,7y,7.0,3.4325
2012-03-07,8y,8.0,3.5258
2012-03-07,9y,9.0,3.5297
2012-03-07,10y,10.0,3.5316
2012-03-07,15y,15.0,3.7675
2012-03-07,20y,20.0,4.0109
2012-03-07,30y,30.0,4.1252
2012-03-07,40y,40.0,4.2394
2012-03-07,50y,50.0,4.3376
