,term,term_d,rate
2015-09-08,0d,0.0,1.7028
2015-09-08,1m,0.08,2.1554
2015-09-08,2m,0.17,2.1716
2015-09-08,3m,0.25,2.2482
2015-09-08,6m,0.5,2.3008
2015-09-08,9m,0.75,2.2941
2015-09-08,1y,1.0,2.2737
2015-09-08,2y,2.0,2.6465
2015-09-08,3y,3.0,2.9774
2015-09-08,4y,4.0,3.096
2015-09-08,5y,5.0,3.1763
2015-09-08,6y,6.0,3.3073
2015-09-08,7y,7.0,3.3564
2015-09-08,8y,8.0,3.3588
2015-09-08,9y,9.0,3.3598
2015-09-08,10y,10.0,3.3603
2015-09-08,15y,15.0,3.5283
2015-09-08,20y,20.0,3.7229
2015-09-08,30y,30.0,3.8310000000000004
2015-09-08,40y,40.0,3.8872
2015-09-08,50y,50.0,3.9330000000000003
