,term,term_d,rate
2013-03-29,0d,0.0,2.1686
2013-03-29,1m,0.08,2.4982
2013-03-29,2m,0.17,2.6959
2013-03-29,3m,0.25,2.6658
2013-03-29,6m,0.5,2.63
2013-03-29,9m,0.75,2.6221
2013-03-29,1y,1.0,2.679
2013-03-29,2y,2.0,3.0345
2013-03-29,3y,3.0,3.0917
2013-03-29,4y,4.0,3.2693
2013-03-29,5y,5.0,3.2972
2013-03-29,6y,6.0,3.4646
2013-03-29,7y,7.0,3.4751
2013-03-29,8y,8.0,3.5299
2013-03-29,9y,9.0,3.5399
2013-03-29,10y,10.0,3.5392
2013-03-29,15y,15.0,3.8298
2013-03-29,20y,20.0,4.0803
2013-03-29,30y,30.0,4.1907
2013-03-29,40y,40.0,4.2718
2013-03-29,50y,50.0,4.3397
