,term,term_d,rate
2011-06-30,0d,0.0,2.8449
2011-06-30,1m,0.08,3.139
2011-06-30,2m,0.17,3.3561
2011-06-30,3m,0.25,3.3902
2011-06-30,6m,0.5,3.4127
2011-06-30,9m,0.75,3.4178
2011-06-30,1y,1.0,3.4742
2011-06-30,2y,2.0,3.4719
2011-06-30,3y,3.0,3.47
2011-06-30,4y,4.0,3.4931
2011-06-30,5y,5.0,3.555
2011-06-30,6y,6.0,3.6607
2011-06-30,7y,7.0,3.7364
2011-06-30,8y,8.0,3.839
2011-06-30,9y,9.0,3.8748
2011-06-30,10y,10.0,3.8857
2011-06-30,15y,15.0,4.1039
2011-06-30,20y,20.0,4.2916
2011-06-30,30y,30.0,4.5048
2011-06-30,40y,40.0,4.5563
2011-06-30,50y,50.0,4.6158
