,term,term_d,rate
2013-08-02,0d,0.0,2.5136
2013-08-02,1m,0.08,3.392
2013-08-02,2m,0.17,3.3889
2013-08-02,3m,0.25,3.3869
2013-08-02,6m,0.5,3.3905
2013-08-02,9m,0.75,3.3488
2013-08-02,1y,1.0,3.3938
2013-08-02,2y,2.0,3.4744
2013-08-02,3y,3.0,3.5224
2013-08-02,4y,4.0,3.5958
2013-08-02,5y,5.0,3.6187
2013-08-02,6y,6.0,3.6442
2013-08-02,7y,7.0,3.6402
2013-08-02,8y,8.0,3.6816
2013-08-02,9y,9.0,3.7096
2013-08-02,10y,10.0,3.7034
2013-08-02,15y,15.0,3.8503
2013-08-02,20y,20.0,4.0422
2013-08-02,30y,30.0,4.1599
2013-08-02,40y,40.0,4.2385
2013-08-02,50y,50.0,4.2727
