,term,term_d,rate
2013-05-06,0d,0.0,1.8264
2013-05-06,1m,0.08,2.5417
2013-05-06,2m,0.17,2.6128
2013-05-06,3m,0.25,2.5952
2013-05-06,6m,0.5,2.7139
2013-05-06,9m,0.75,2.7843
2013-05-06,1y,1.0,2.8008
2013-05-06,2y,2.0,2.9733
2013-05-06,3y,3.0,3.0029
2013-05-06,4y,4.0,3.1349
2013-05-06,5y,5.0,3.147
2013-05-06,6y,6.0,3.3363
2013-05-06,7y,7.0,3.3402
2013-05-06,8y,8.0,3.3834
2013-05-06,9y,9.0,3.4256
2013-05-06,10y,10.0,3.4354
2013-05-06,15y,15.0,3.7719
2013-05-06,20y,20.0,4.0134
2013-05-06,30y,30.0,4.1673
2013-05-06,40y,40.0,4.2459
2013-05-06,50y,50.0,4.3266
