,term,term_d,rate
2013-05-15,0d,0.0,1.6909
2013-05-15,1m,0.08,2.5617
2013-05-15,2m,0.17,2.6987
2013-05-15,3m,0.25,2.722
2013-05-15,6m,0.5,2.741
2013-05-15,9m,0.75,2.8193
2013-05-15,1y,1.0,2.8298
2013-05-15,2y,2.0,2.9863
2013-05-15,3y,3.0,3.0601
2013-05-15,4y,4.0,3.103
2013-05-15,5y,5.0,3.1373
2013-05-15,6y,6.0,3.3186
2013-05-15,7y,7.0,3.3204
2013-05-15,8y,8.0,3.3615
2013-05-15,9y,9.0,3.4167
2013-05-15,10y,10.0,3.4218
2013-05-15,15y,15.0,3.7695
2013-05-15,20y,20.0,4.0142
2013-05-15,30y,30.0,4.1677
2013-05-15,40y,40.0,4.2463
2013-05-15,50y,50.0,4.3268
