,term,term_d,rate
2011-08-15,0d,0.0,1.9455
2011-08-15,1m,0.08,2.4663
2011-08-15,2m,0.17,2.987
2011-08-15,3m,0.25,3.18
2011-08-15,6m,0.5,3.4113
2011-08-15,9m,0.75,3.531
2011-08-15,1y,1.0,3.5832
2011-08-15,2y,2.0,3.6032
2011-08-15,3y,3.0,3.6216
2011-08-15,4y,4.0,3.7234
2011-08-15,5y,5.0,3.8104
2011-08-15,6y,6.0,3.8616
2011-08-15,7y,7.0,3.8638
2011-08-15,8y,8.0,3.9160000000000004
2011-08-15,9y,9.0,3.9217
2011-08-15,10y,10.0,3.9231
2011-08-15,15y,15.0,4.1782
2011-08-15,20y,20.0,4.4009
2011-08-15,30y,30.0,4.5133
2011-08-15,40y,40.0,4.6228
2011-08-15,50y,50.0,4.6982
