,term,term_d,rate
2014-06-12,0d,0.0,1.7237
2014-06-12,1m,0.08,3.0002
2014-06-12,2m,0.17,2.8892
2014-06-12,3m,0.25,2.8937
2014-06-12,6m,0.5,3.0116
2014-06-12,9m,0.75,3.1381
2014-06-12,1y,1.0,3.3289
2014-06-12,2y,2.0,3.5932
2014-06-12,3y,3.0,3.7153
2014-06-12,4y,4.0,3.792
2014-06-12,5y,5.0,3.8363
2014-06-12,6y,6.0,3.8904
2014-06-12,7y,7.0,3.9624
2014-06-12,8y,8.0,3.9986
2014-06-12,9y,9.0,4.0566
2014-06-12,10y,10.0,4.064
2014-06-12,15y,15.0,4.2366
2014-06-12,20y,20.0,4.4286
2014-06-12,30y,30.0,4.5735
2014-06-12,40y,40.0,4.6711
2014-06-12,50y,50.0,4.7153
