,term,term_d,rate
2014-09-22,0d,0.0,2.3737
2014-09-22,1m,0.08,3.4912
2014-09-22,2m,0.17,3.4815
2014-09-22,3m,0.25,3.5633
2014-09-22,6m,0.5,3.8038
2014-09-22,9m,0.75,3.7497
2014-09-22,1y,1.0,3.7929
2014-09-22,2y,2.0,3.8245
2014-09-22,3y,3.0,3.8304
2014-09-22,4y,4.0,3.8657
2014-09-22,5y,5.0,3.918
2014-09-22,6y,6.0,3.9269
2014-09-22,7y,7.0,3.9801
2014-09-22,8y,8.0,3.9993
2014-09-22,9y,9.0,4.01
2014-09-22,10y,10.0,4.011
2014-09-22,15y,15.0,4.2295
2014-09-22,20y,20.0,4.4194
2014-09-22,30y,30.0,4.5866
2014-09-22,40y,40.0,4.6648
2014-09-22,50y,50.0,4.709
