,term,term_d,rate
2011-06-02,0d,0.0,2.1697
2011-06-02,1m,0.08,2.6193
2011-06-02,2m,0.17,2.8971
2011-06-02,3m,0.25,2.9039
2011-06-02,6m,0.5,2.9565
2011-06-02,9m,0.75,3.0034
2011-06-02,1y,1.0,3.0597
2011-06-02,2y,2.0,3.1834
2011-06-02,3y,3.0,3.3305
2011-06-02,4y,4.0,3.37
2011-06-02,5y,5.0,3.4233
2011-06-02,6y,6.0,3.6173
2011-06-02,7y,7.0,3.6502
2011-06-02,8y,8.0,3.7777
2011-06-02,9y,9.0,3.8319
2011-06-02,10y,10.0,3.8337
2011-06-02,15y,15.0,4.0376
2011-06-02,20y,20.0,4.1648
2011-06-02,30y,30.0,4.3207
2011-06-02,40y,40.0,4.4133
2011-06-02,50y,50.0,4.4879
