,term,term_d,rate
2011-05-24,0d,0.0,3.009
2011-05-24,1m,0.08,3.0098
2011-05-24,2m,0.17,3.0104
2011-05-24,3m,0.25,2.8806
2011-05-24,6m,0.5,2.9937
2011-05-24,9m,0.75,3.0395
2011-05-24,1y,1.0,3.055
2011-05-24,2y,2.0,3.1853
2011-05-24,3y,3.0,3.3054
2011-05-24,4y,4.0,3.38
2011-05-24,5y,5.0,3.4303
2011-05-24,6y,6.0,3.6139
2011-05-24,7y,7.0,3.6378
2011-05-24,8y,8.0,3.7564
2011-05-24,9y,9.0,3.8338
2011-05-24,10y,10.0,3.8414
2011-05-24,15y,15.0,4.0404
2011-05-24,20y,20.0,4.1614
2011-05-24,30y,30.0,4.2913
2011-05-24,40y,40.0,4.3617
2011-05-24,50y,50.0,4.4256
