,term,term_d,rate
2014-06-26,0d,0.0,2.1007
2014-06-26,1m,0.08,3.4153
2014-06-26,2m,0.17,3.1878
2014-06-26,3m,0.25,3.1962
2014-06-26,6m,0.5,3.2063
2014-06-26,9m,0.75,3.2163
2014-06-26,1y,1.0,3.3615
2014-06-26,2y,2.0,3.5906
2014-06-26,3y,3.0,3.7355
2014-06-26,4y,4.0,3.8
2014-06-26,5y,5.0,3.8362
2014-06-26,6y,6.0,3.8805
2014-06-26,7y,7.0,3.9730000000000003
2014-06-26,8y,8.0,4.005
2014-06-26,9y,9.0,4.0356
2014-06-26,10y,10.0,4.0472
2014-06-26,15y,15.0,4.2401
2014-06-26,20y,20.0,4.4221
2014-06-26,30y,30.0,4.567
2014-06-26,40y,40.0,4.6646
2014-06-26,50y,50.0,4.7088
