,term,term_d,rate
2013-04-16,0d,0.0,1.5016
2013-04-16,1m,0.08,2.1444
2013-04-16,2m,0.17,2.5541
2013-04-16,3m,0.25,2.5742
2013-04-16,6m,0.5,2.5795
2013-04-16,9m,0.75,2.6197
2013-04-16,1y,1.0,2.6719
2013-04-16,2y,2.0,2.9602
2013-04-16,3y,3.0,2.9813
2013-04-16,4y,4.0,3.1469
2013-04-16,5y,5.0,3.1589
2013-04-16,6y,6.0,3.339
2013-04-16,7y,7.0,3.3451
2013-04-16,8y,8.0,3.3892
2013-04-16,9y,9.0,3.3981
2013-04-16,10y,10.0,3.4005
2013-04-16,15y,15.0,3.7622
2013-04-16,20y,20.0,4.0226
2013-04-16,30y,30.0,4.1619
2013-04-16,40y,40.0,4.243
2013-04-16,50y,50.0,4.3252
