,term,term_d,rate
2013-07-12,0d,0.0,2.8164
2013-07-12,1m,0.08,3.4962
2013-07-12,2m,0.17,3.5407
2013-07-12,3m,0.25,3.5599
2013-07-12,6m,0.5,3.4694
2013-07-12,9m,0.75,3.447
2013-07-12,1y,1.0,3.5006
2013-07-12,2y,2.0,3.3011
2013-07-12,3y,3.0,3.3306
2013-07-12,4y,4.0,3.4571
2013-07-12,5y,5.0,3.4115
2013-07-12,6y,6.0,3.5726
2013-07-12,7y,7.0,3.5571
2013-07-12,8y,8.0,3.6011
2013-07-12,9y,9.0,3.6047
2013-07-12,10y,10.0,3.6001
2013-07-12,15y,15.0,3.7934
2013-07-12,20y,20.0,4.0078
2013-07-12,30y,30.0,4.1386
2013-07-12,40y,40.0,4.2172
2013-07-12,50y,50.0,4.2621
