,term,term_d,rate
2015-07-06,0d,0.0,0.9603
2015-07-06,1m,0.08,1.9616
2015-07-06,2m,0.17,1.8954
2015-07-06,3m,0.25,1.9327
2015-07-06,6m,0.5,1.8489
2015-07-06,9m,0.75,1.7411
2015-07-06,1y,1.0,1.7455
2015-07-06,2y,2.0,2.3164
2015-07-06,3y,3.0,2.8328
2015-07-06,4y,4.0,3.0367
2015-07-06,5y,5.0,3.1125
2015-07-06,6y,6.0,3.3207
2015-07-06,7y,7.0,3.4527
2015-07-06,8y,8.0,3.4769
2015-07-06,9y,9.0,3.4866
2015-07-06,10y,10.0,3.4917
2015-07-06,15y,15.0,3.6586
2015-07-06,20y,20.0,3.8422
2015-07-06,30y,30.0,3.9952
2015-07-06,40y,40.0,4.0388
2015-07-06,50y,50.0,4.0796
